Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR14687229,2021-10-21 12:26:36,2021-05-29 15:53:57,7153638,364835538,0,51,143,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14687/SRR14687229/SRR14687229.lite.1,SRX11025403,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP321884,PRJNA733673,3,733673,SRS9097336,SAMN19432080,simple,559292,Saccharomyces cerevisiae S288C,GSM5348155,,,,,,,no,,,,,GEO,SRA1238562,,public,32B9750275D9B43F4EB7A12910E30A38,08A2BB557A2E00131B50B7B68FA26DEB
SRR14687230,2021-10-21 12:26:36,2021-05-29 15:54:44,7248671,369682221,0,51,145,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR014/14687/SRR14687230/SRR14687230.lite.1,SRX11025403,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP321884,PRJNA733673,3,733673,SRS9097336,SAMN19432080,simple,559292,Saccharomyces cerevisiae S288C,GSM5348155,,,,,,,no,,,,,GEO,SRA1238562,,public,AEFCB9E69E51AD0F512A38E70A3A3D60,9BD7E97F0E80CFD054733B55BF839F22
SRR14687231,2021-10-21 12:26:36,2021-05-29 15:54:36,6786879,346130829,0,51,135,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR014/14687/SRR14687231/SRR14687231.lite.1,SRX11025404,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP321884,PRJNA733673,3,733673,SRS9097337,SAMN19432079,simple,559292,Saccharomyces cerevisiae S288C,GSM5348156,,,,,,,no,,,,,GEO,SRA1238562,,public,ECD30F6910EE09D8FE5B3DE74A647AC5,1B307B6010BFCD27FD401E037CE03CA6
SRR14687232,2021-10-21 12:26:36,2021-05-29 15:54:56,6889131,351345681,0,51,138,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR014/14687/SRR14687232/SRR14687232.lite.1,SRX11025404,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP321884,PRJNA733673,3,733673,SRS9097337,SAMN19432079,simple,559292,Saccharomyces cerevisiae S288C,GSM5348156,,,,,,,no,,,,,GEO,SRA1238562,,public,0344CA481B2E79127B4709BE6D357A42,19C4AF66F34ACAE17711CBC498BEE959
SRR14687233,2021-10-21 12:26:36,2021-05-29 15:55:09,7400930,377447430,0,51,148,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14687/SRR14687233/SRR14687233.lite.1,SRX11025405,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP321884,PRJNA733673,3,733673,SRS9097338,SAMN19432078,simple,559292,Saccharomyces cerevisiae S288C,GSM5348157,,,,,,,no,,,,,GEO,SRA1238562,,public,77F0393A69B586796A288FBFDD372ADB,33BC18823FA02863B68242B025AC21E2
SRR14687234,2021-10-21 12:26:36,2021-05-29 15:55:36,7517458,383390358,0,51,151,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR014/14687/SRR14687234/SRR14687234.lite.1,SRX11025405,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP321884,PRJNA733673,3,733673,SRS9097338,SAMN19432078,simple,559292,Saccharomyces cerevisiae S288C,GSM5348157,,,,,,,no,,,,,GEO,SRA1238562,,public,BFE0953C83D24E726A36AD565262FE0E,1CC7A627F6D36835B2C908FC2FB013DD
SRR16481343,2021-10-24 12:48:07,2021-10-20 05:53:42,8601649,2597697998,8601649,302,830,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR016/16481/SRR16481343/SRR16481343.lite.1,SRX12684473,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635354,SAMN22405060,simple,4932,Saccharomyces cerevisiae,GSM5638924,,,,,,,no,,,,,GEO,SRA1313420,,public,EE01668893E4D7450828FE548D27DE0B,1C25D4989A1C7B228A19FBB5623CC763
SRR16481344,2021-10-24 12:48:07,2021-10-20 05:44:01,5868367,1772246834,5868367,302,563,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR016/16481/SRR16481344/SRR16481344.lite.1,SRX12684474,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635355,SAMN22405061,simple,4932,Saccharomyces cerevisiae,GSM5638925,,,,,,,no,,,,,GEO,SRA1313420,,public,B01F672819BCB9A464C5329F42CDACA9,7E07ECB893DF50EBBC55987BD6585F8C
SRR16481345,2021-10-24 12:48:07,2021-10-20 05:48:55,7185790,2170108580,7185790,302,695,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16481/SRR16481345/SRR16481345.lite.1,SRX12684475,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635356,SAMN22405062,simple,4932,Saccharomyces cerevisiae,GSM5638926,,,,,,,no,,,,,GEO,SRA1313420,,public,AA115DEB5F72022543C9F8CC7D5F0B28,62B29F6962CEF375D85AE339C238645F
SRR16481346,2021-10-24 12:48:07,2021-10-20 05:47:59,6933175,2093818850,6933175,302,667,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16481/SRR16481346/SRR16481346.lite.1,SRX12684476,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635357,SAMN22405063,simple,4932,Saccharomyces cerevisiae,GSM5638927,,,,,,,no,,,,,GEO,SRA1313420,,public,BBB9FE59756DBCCBEAC5FAC0D082C003,4824DD8ABE283791749B4DB1A2DA9016
SRR16481347,2021-10-24 12:48:07,2021-10-20 05:57:36,10692331,3229083962,10692331,302,1014,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16481/SRR16481347/SRR16481347.lite.1,SRX12684477,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635358,SAMN22405064,simple,4932,Saccharomyces cerevisiae,GSM5638928,,,,,,,no,,,,,GEO,SRA1313420,,public,3F6E15022FD13FA29548523AD7AD6871,CF3193B49C0660F69815D2ED79FFB888
SRR16481348,2021-10-24 12:48:07,2021-10-20 05:43:54,5585170,1686721340,5585170,302,534,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16481/SRR16481348/SRR16481348.lite.1,SRX12684478,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635359,SAMN22405065,simple,4932,Saccharomyces cerevisiae,GSM5638929,,,,,,,no,,,,,GEO,SRA1313420,,public,987B5D8E4529C73439D6B88EA1A0A8DE,92ED51BD46E0F0D1964275F119987FD2
SRR16481349,2021-10-24 12:48:07,2021-10-20 05:54:49,9180837,2772612774,9180837,302,874,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16481/SRR16481349/SRR16481349.lite.1,SRX12684479,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635360,SAMN22405066,simple,4932,Saccharomyces cerevisiae,GSM5638930,,,,,,,no,,,,,GEO,SRA1313420,,public,27C1538330B877FC039764E1B9AB0A2F,D9B36C4845C42965E54FEC38B5D1DBEA
SRR16481350,2021-10-24 12:48:07,2021-10-20 05:37:15,6326088,1910478576,6326088,302,609,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16481/SRR16481350/SRR16481350.lite.1,SRX12684480,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635361,SAMN22405067,simple,4932,Saccharomyces cerevisiae,GSM5638931,,,,,,,no,,,,,GEO,SRA1313420,,public,238EA63EA296F215B369675AEFA2B53B,E69E062E7A0E5C1E70E4B5E7923DE379
SRR16481351,2021-10-24 12:48:07,2021-10-20 05:52:08,8160420,2464446840,8160420,302,787,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16481/SRR16481351/SRR16481351.lite.1,SRX12684481,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635362,SAMN22405068,simple,4932,Saccharomyces cerevisiae,GSM5638932,,,,,,,no,,,,,GEO,SRA1313420,,public,0EBF96F91193B0FB147C5B848CB56D12,BCFF6E23EC1E5B3F08C91E9614685CE1
SRR16481352,2021-10-24 12:48:07,2021-10-20 05:49:47,7410365,2237930230,7410365,302,712,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16481/SRR16481352/SRR16481352.lite.1,SRX12684482,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635363,SAMN22405069,simple,4932,Saccharomyces cerevisiae,GSM5638933,,,,,,,no,,,,,GEO,SRA1313420,,public,705ECAF578321F1F8B6568EA7D369787,579B71E7F3025B34EC280DBBF3DDD70B
SRR16481353,2021-10-24 12:48:07,2021-10-20 05:52:49,9511231,2872391762,9511231,302,920,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16481/SRR16481353/SRR16481353.lite.1,SRX12684483,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635364,SAMN22405070,simple,4932,Saccharomyces cerevisiae,GSM5638934,,,,,,,no,,,,,GEO,SRA1313420,,public,1DE03FA49F39FAE3B567F7FC5B5A4858,29C56BBE23DDCAD6A927225AD30E7C2E
SRR16481354,2021-10-24 12:48:07,2021-10-20 06:04:55,11312879,3416489458,11312879,302,1078,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16481/SRR16481354/SRR16481354.lite.1,SRX12684484,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635365,SAMN22405071,simple,4932,Saccharomyces cerevisiae,GSM5638935,,,,,,,no,,,,,GEO,SRA1313420,,public,90E38CEF07D7BD774F32F93058E4B3CF,A6A19027F06BFFF8B11304EAE1A5C74C
SRR16481355,2021-10-24 12:48:07,2021-10-20 05:44:55,6178715,1865971930,6178715,302,595,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR016/16481/SRR16481355/SRR16481355.lite.1,SRX12684485,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635366,SAMN22405076,simple,4932,Saccharomyces cerevisiae,GSM5638936,,,,,,,no,,,,,GEO,SRA1313420,,public,647CB76F97E1D8FB149094E64FB7F495,55F60D1F14E5CA9B5901EF0FDA93DB2C
SRR16481356,2021-10-24 12:48:07,2021-10-20 05:45:27,6134592,1852646784,6134592,302,589,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR016/16481/SRR16481356/SRR16481356.lite.1,SRX12684486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635367,SAMN22405077,simple,4932,Saccharomyces cerevisiae,GSM5638937,,,,,,,no,,,,,GEO,SRA1313420,,public,FE584114913D752C6FE61BACEA0132FF,5C901C02B7BF7AC6946358178571DC87
SRR16481357,2021-10-24 12:48:07,2021-10-20 05:45:09,8345150,2520235300,8345150,302,798,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16481/SRR16481357/SRR16481357.lite.1,SRX12684487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635368,SAMN22405043,simple,4932,Saccharomyces cerevisiae,GSM5638938,,,,,,,no,,,,,GEO,SRA1313420,,public,AAF6E6ABCA8A60362BACE6C3F3B25F38,4064E17AB86C2C2029E4EA1B589D88DD
SRR16481358,2021-10-24 12:48:07,2021-10-20 06:02:05,11005227,3323578554,11005227,302,1053,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16481/SRR16481358/SRR16481358.lite.1,SRX12684488,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635369,SAMN22405044,simple,4932,Saccharomyces cerevisiae,GSM5638939,,,,,,,no,,,,,GEO,SRA1313420,,public,977FD43F61C41CA1AFCCB9F9E81A7D46,26BE392A1701E4F27EA919AD472F1174
SRR16481359,2021-10-24 12:48:07,2021-10-20 05:51:26,8045931,2429871162,8045931,302,770,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16481/SRR16481359/SRR16481359.lite.1,SRX12684489,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635370,SAMN22405072,simple,4932,Saccharomyces cerevisiae,GSM5638940,,,,,,,no,,,,,GEO,SRA1313420,,public,25317C4734EAD1A9447BE7B4D3D94946,79385CC646F75F4ADACE533D0B4F1F43
SRR16481360,2021-10-24 12:48:07,2021-10-20 06:10:36,10629019,3209963738,10629019,302,1019,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16481/SRR16481360/SRR16481360.lite.1,SRX12684490,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635371,SAMN22405073,simple,4932,Saccharomyces cerevisiae,GSM5638941,,,,,,,no,,,,,GEO,SRA1313420,,public,2D84C2D913480DD4709EC6C58661D320,269FCA32BE761AE18BDAFDB3D9B89754
SRR16481361,2021-10-24 12:48:07,2021-10-20 05:38:28,6708087,2025842274,6708087,302,644,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16481/SRR16481361/SRR16481361.lite.1,SRX12684491,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635372,SAMN22405074,simple,4932,Saccharomyces cerevisiae,GSM5638942,,,,,,,no,,,,,GEO,SRA1313420,,public,BD077A820F10468CB8759CA94BEAA20D,C756F80EFB0DE8B1D281EF9F8D9C60E2
SRR16481362,2021-10-24 12:48:07,2021-10-20 05:38:21,6881545,2078226590,6881545,302,659,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16481/SRR16481362/SRR16481362.lite.1,SRX12684492,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635373,SAMN22405075,simple,4932,Saccharomyces cerevisiae,GSM5638943,,,,,,,no,,,,,GEO,SRA1313420,,public,49C546078DD0F160CC787282256D395B,08F2FFA8F3F93FFA67BF5BFB3BA723C0
SRR16481363,2021-10-24 12:48:07,2021-10-20 05:45:08,7151975,2159896450,7151975,302,690,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR016/16481/SRR16481363/SRR16481363.lite.1,SRX12684493,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635374,SAMN22405046,simple,4932,Saccharomyces cerevisiae,GSM5638944,,,,,,,no,,,,,GEO,SRA1313420,,public,EED802128A2C8EFDEECBDAF53B435420,BBB1517B93A8017D7B6EF4D859155914
SRR16481364,2021-10-24 12:48:07,2021-10-20 05:44:39,7003132,2114945864,7003132,302,672,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16481/SRR16481364/SRR16481364.lite.1,SRX12684494,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635375,SAMN22405047,simple,4932,Saccharomyces cerevisiae,GSM5638945,,,,,,,no,,,,,GEO,SRA1313420,,public,41701F69EA85FEF4D64492F68E19D884,19F014A5F7D334158C08C33F4620472D
SRR16481365,2021-10-24 12:48:07,2021-10-20 05:50:08,7824493,2362996886,7824493,302,768,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16481/SRR16481365/SRR16481365.lite.1,SRX12684495,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635376,SAMN22405048,simple,4932,Saccharomyces cerevisiae,GSM5638946,,,,,,,no,,,,,GEO,SRA1313420,,public,B3519E646B41665798A20194673316BF,89D52D703091A17EE2647831670B2BB8
SRR16481366,2021-10-24 12:48:07,2021-10-20 05:57:40,10149195,3065056890,10149195,302,965,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16481/SRR16481366/SRR16481366.lite.1,SRX12684496,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635377,SAMN22405049,simple,4932,Saccharomyces cerevisiae,GSM5638947,,,,,,,no,,,,,GEO,SRA1313420,,public,50E61873183C5EC83B26BA427D8E7F48,0DEDF36BE14FB8FB7DE5D29083E87278
SRR16481367,2021-10-24 12:48:07,2021-10-20 05:50:19,7761869,2344084438,7761869,302,749,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16481/SRR16481367/SRR16481367.lite.1,SRX12684497,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635378,SAMN22405050,simple,4932,Saccharomyces cerevisiae,GSM5638948,,,,,,,no,,,,,GEO,SRA1313420,,public,0674CBB3BBED5245A6A1D5A148274189,E39C674F820A3E2D54098782D34F18C9
SRR16481368,2021-10-24 12:48:07,2021-10-20 06:05:33,11291853,3410139606,11291853,302,1080,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16481/SRR16481368/SRR16481368.lite.1,SRX12684498,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635379,SAMN22405051,simple,4932,Saccharomyces cerevisiae,GSM5638949,,,,,,,no,,,,,GEO,SRA1313420,,public,047E918BC702F763230C3B3BB94A6D8B,1BB48927514EA96331E34B041570140C
SRR16481369,2021-10-24 12:48:07,2021-10-20 05:53:23,8418260,2542314520,8418260,302,805,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16481/SRR16481369/SRR16481369.lite.1,SRX12684499,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635380,SAMN22405052,simple,4932,Saccharomyces cerevisiae,GSM5638950,,,,,,,no,,,,,GEO,SRA1313420,,public,F052F68ECB1FBBD1345A1EDD158F397E,03112D0232A5BA5ACF47274CCEF7F1A6
SRR16481370,2021-10-24 12:48:07,2021-10-20 06:01:11,10148626,3064885052,10148626,302,968,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16481/SRR16481370/SRR16481370.lite.1,SRX12684500,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635381,SAMN22405053,simple,4932,Saccharomyces cerevisiae,GSM5638951,,,,,,,no,,,,,GEO,SRA1313420,,public,7325B9EFEE1B6C55CF8E47A3112317E4,4CC9F5360551C631808474A569382B4E
SRR16481371,2021-10-24 12:48:07,2021-10-20 05:51:48,8077951,2439541202,8077951,302,770,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16481/SRR16481371/SRR16481371.lite.1,SRX12684501,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635382,SAMN22405054,simple,4932,Saccharomyces cerevisiae,GSM5638952,,,,,,,no,,,,,GEO,SRA1313420,,public,A826E048E9472B08FC3AC6A66753605B,E7665000ABCB29326C8C9D13590A4BE5
SRR16481372,2021-10-24 12:48:07,2021-10-20 05:59:23,9384543,2834131986,9384543,302,892,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16481/SRR16481372/SRR16481372.lite.1,SRX12684502,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635383,SAMN22405056,simple,4932,Saccharomyces cerevisiae,GSM5638953,,,,,,,no,,,,,GEO,SRA1313420,,public,C11DB2E3FE0410AD43B87B9B59CAA1C2,03A8A29EEE37996231E2FD64F2CE5AEE
SRR16481373,2021-10-24 12:48:07,2021-10-20 05:49:52,7434529,2245227758,7434529,302,714,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16481/SRR16481373/SRR16481373.lite.1,SRX12684503,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635384,SAMN22405057,simple,4932,Saccharomyces cerevisiae,GSM5638954,,,,,,,no,,,,,GEO,SRA1313420,,public,06402F3CB7BE77488D3CDB59EFEFCCD7,927727F3B5B1C6AE21147ABCE59FFE04
SRR16481374,2021-10-24 12:48:07,2021-10-20 06:13:30,14163981,4277522262,14163981,302,1343,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16481/SRR16481374/SRR16481374.lite.1,SRX12684504,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635385,SAMN22405058,simple,4932,Saccharomyces cerevisiae,GSM5638955,,,,,,,no,,,,,GEO,SRA1313420,,public,F63E13CD7C1011654809F444F76A3EE9,221510F0611ED6B37623482C3866CC9A
SRR16481375,2021-10-24 12:48:07,2021-10-20 05:54:36,8813710,2661740420,8813710,302,839,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR016/16481/SRR16481375/SRR16481375.lite.1,SRX12684505,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP342112,PRJNA772701,3,772701,SRS10635386,SAMN22405059,simple,4932,Saccharomyces cerevisiae,GSM5638956,,,,,,,no,,,,,GEO,SRA1313420,,public,B1C86560CB7EF1A1DA1CD816B08EB74A,C9A1DB3EF49F06344F929F18055C6D0B
SRR16642822,2021-11-01 00:11:34,2021-10-31 09:03:03,2235022,113986122,0,51,57,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16642/SRR16642822/SRR16642822.lite.1,SRX12843617,GSM5662673,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP343868,PRJNA776529,3,776529,SRS10787463,SAMN22794392,simple,4932,Saccharomyces cerevisiae,GSM5662673,,,,,,,no,,,,,"GENETICS, UNIVERSITY OF WISCONSIN",SRA1320039,,public,3F93BECA05A45819CE04DA6F6CF7DC93,2F3E7F0B165DC73422DE48EFEB83CC6A
SRR16642820,2021-11-01 00:11:34,2021-10-31 09:03:08,1929793,98419443,0,51,49,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16642/SRR16642820/SRR16642820.lite.1,SRX12843619,GSM5662674,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP343868,PRJNA776529,3,776529,SRS10787465,SAMN22794391,simple,4932,Saccharomyces cerevisiae,GSM5662674,,,,,,,no,,,,,"GENETICS, UNIVERSITY OF WISCONSIN",SRA1320039,,public,1FB2F5DA7AA7B52C3898C170DA12DBD6,19C73622B6C74E4542FA82A1603749B9
SRR16642818,2021-11-01 00:11:34,2021-10-31 09:04:40,1772939,90419889,0,51,45,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR016/16642/SRR16642818/SRR16642818.lite.1,SRX12843621,GSM5662675,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP343868,PRJNA776529,3,776529,SRS10787467,SAMN22794390,simple,4932,Saccharomyces cerevisiae,GSM5662675,,,,,,,no,,,,,"GENETICS, UNIVERSITY OF WISCONSIN",SRA1320039,,public,B366D3973FCD575A171E2361D664E23C,628FE00EB9829BDA1DBBBA70FEF620BB
