Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR2624984,2018-07-04 01:30:46,2021-11-02 03:26:11,62516329,9377449350,62516329,150,3972,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/ERR002/2624/ERR2624984/ERR2624984.lite.2,ERX2641516,TreatedA_p,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,75,0,ILLUMINA,NextSeq 500,ERP109305,PRJEB27245,,478895,ERS2542685,SAMEA4722545,simple,5518,Fusarium graminearum,SAMEA4722545,,,,,,,no,,,,,LGC Genomics GmbH,ERA1516770,,public,CFADDA7292C1BFF7D146B89B6031E787,94CAAB7DC5C12DD86562C52FA9D485D9
ERR2624985,2018-07-04 01:30:46,2021-11-02 04:29:45,60553139,9082970850,60553139,150,3854,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/ERR002/2624/ERR2624985/ERR2624985.lite.2,ERX2641517,TreatedB_p,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,75,0,ILLUMINA,NextSeq 500,ERP109305,PRJEB27245,,478895,ERS2542686,SAMEA4722546,simple,5518,Fusarium graminearum,SAMEA4722546,,,,,,,no,,,,,LGC Genomics GmbH,ERA1516770,,public,089AD2BECE465E4BB291C4B5E6B2E96A,D2D5B1565DA3FD2027AD04C05E80DA05
ERR2624986,2018-07-04 01:30:46,2021-11-02 03:06:38,28727511,4309126650,28727511,150,1833,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/ERR002/2624/ERR2624986/ERR2624986.lite.2,ERX2641518,TreatedC_p,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,75,0,ILLUMINA,NextSeq 500,ERP109305,PRJEB27245,,478895,ERS2542687,SAMEA4722547,simple,5518,Fusarium graminearum,SAMEA4722547,,,,,,,no,,,,,LGC Genomics GmbH,ERA1516770,,public,624811517E2F1B2316FF15AF7C4C3877,009C9CA9AF5CD662CACEAC15DA91B4B9
ERR2624987,2018-07-04 01:30:46,2021-11-02 03:47:40,40257043,6038556450,40257043,150,2559,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/ERR002/2624/ERR2624987/ERR2624987.lite.2,ERX2641519,TreatedD_p,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,75,0,ILLUMINA,NextSeq 500,ERP109305,PRJEB27245,,478895,ERS2542688,SAMEA4722548,simple,5518,Fusarium graminearum,SAMEA4722548,,,,,,,no,,,,,LGC Genomics GmbH,ERA1516770,,public,0372D091ED339C54FCED97D66EF98EED,5A431BA3118E072B98BD4BBE0819B0F3
SRR064642,2010-12-26 03:19:57,2014-05-27 14:57:59,5968953,907280856,5968953,152,447,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1211/SRR000/064/SRR064642/SRR064642.sralite.1,SRX025873,500bp paired-end,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP003312,,,0,SRS113590,SAMN00109675,simple,511145,Escherichia coli str. K-12 substr. MG1655,JCL260_wt,,,,,,,no,,,,,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",SRA023550,,public,5B10BA6C6946AA103025AFAEEF517ED3,8277292074A78E97AA62770D903CF515
SRR064643,2010-12-26 03:19:57,2014-05-27 14:58:12,4962680,754327360,4962680,152,331,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1211/SRR000/064/SRR064643/SRR064643.sralite.1,SRX025874,500bp paired-end,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP003312,,,0,SRS113591,SAMN00109676,simple,511145,Escherichia coli str. K-12 substr. MG1655,SA481_mut,,,,,,,no,,,,,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",SRA023550,,public,6ED2FDD53CF67201A683DB4E10619D2D,8BEFE310BEA3E502729B663CB3CB46B8
SRR6370305,2020-07-08 18:13:20,2017-12-12 18:06:13,18372704,3674540800,18372704,200,1534,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR006/370/SRR6370305.sralite.1,SRX3465632,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP126584,PRJNA422127,3,422127,SRS2753581,SAMN08166015,simple,1359,Lactococcus cremoris,GSM2886449,,,,,,,no,,,,,GEO,SRA637753,,public,68D2A1414F449CCEDDA850ED2D119D41,C618DF6E0A4E820B34D61834D68E307B
SRR6370306,2020-07-08 18:13:20,2017-12-12 18:08:08,23351651,4670330200,23351651,200,1951,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR006/370/SRR6370306.sralite.1,SRX3465633,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP126584,PRJNA422127,3,422127,SRS2753582,SAMN08166016,simple,1359,Lactococcus cremoris,GSM2886450,,,,,,,no,,,,,GEO,SRA637753,,public,089CAFA292E942A12AC585E3A42D0DCB,7CAADB0C6D37487469987986B1C2E45D
SRR6370307,2020-07-08 18:13:20,2017-12-12 18:02:48,7974096,1594819200,7974096,200,674,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR006/370/SRR6370307.sralite.1,SRX3465634,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP126584,PRJNA422127,3,422127,SRS2753583,SAMN08166017,simple,1359,Lactococcus cremoris,GSM2886451,,,,,,,no,,,,,GEO,SRA637753,,public,121604553AB5C7307EFAA47A8541718E,87620E5264DD2310EA31753CCC2A13E3
SRR6903496,2020-07-08 18:13:20,2018-03-27 14:00:45,19923151,3984630200,19923151,200,1612,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR006/903/SRR6903496.sralite.1,SRX3852246,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP126584,PRJNA422127,3,422127,SRS3096430,SAMN08800371,simple,1359,Lactococcus cremoris,GSM3068949,,,,,,,no,,,,,GEO,SRA637753,,public,BED1BC580C7AEB317312EC789A1BAEF6,C1D760A04BFB3CE1DA87124F96BBCAB1
SRR7009349,2018-04-30 00:30:26,2018-04-16 12:48:39,10941327,3282398100,10941327,300,1358,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/009/SRR7009349.sralite.1,SRX3941833,GW_isobutanol_R1,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP140506,PRJNA450392,,450392,SRS3172409,SAMN08937572,simple,562,Escherichia coli,GW_isobutanol_R1,,,,,,,no,,,,,TSINGHUA UNIVERSITY,SRA691328,,public,235BA02554AE7B68D6DC326D0AF52BCA,5B0C9D70E152D0774452B6998F0C968C
SRR7009342,2018-04-30 00:30:27,2018-04-16 12:51:58,18306296,5491888800,18306296,300,2331,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/009/SRR7009342.sralite.1,SRX3941840,GW_isobutanol_R2,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP140506,PRJNA450392,,450392,SRS3172418,SAMN08937573,simple,562,Escherichia coli,GW_isobutanol_R2,,,,,,,no,,,,,TSINGHUA UNIVERSITY,SRA691328,,public,F179C1E46305F059DF7FAAA48184534B,D6A97F4C01659D693741E1D5DBEDA023
SRR7642934,2018-09-25 17:57:06,2018-08-03 14:37:20,11189573,1130146873,0,101,325,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1216/SRR007/642/SRR7642934.sralite.1,SRX4506368,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP156315,PRJNA484406,3,484406,SRS3626799,SAMN09764632,simple,4932,Saccharomyces cerevisiae,GSM3318013,,,,,,,no,,,,,GEO,SRA751741,,public,071576A1C02B527FBEA1AD3173F9A772,08765878B409A3D12A53F754244F1F48
SRR7642935,2018-09-25 17:57:06,2018-08-03 14:36:46,10910340,1101944340,0,101,311,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR007/642/SRR7642935.sralite.1,SRX4506369,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP156315,PRJNA484406,3,484406,SRS3626739,SAMN09764631,simple,4932,Saccharomyces cerevisiae,GSM3318014,,,,,,,no,,,,,GEO,SRA751741,,public,A0C9D1032CA488F89C9D616138C6AA99,F7EDD464175EFD50E16B78024D4A26DD
SRR7642940,2018-09-25 17:57:06,2018-08-03 14:37:20,12557528,1268310328,0,101,376,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR007/642/SRR7642940.sralite.1,SRX4506374,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP156315,PRJNA484406,3,484406,SRS3626741,SAMN09764625,simple,4932,Saccharomyces cerevisiae,GSM3318019,,,,,,,no,,,,,GEO,SRA751741,,public,8485EE3F374D29A72B6A2C5C0BC8DACF,66B482DC6890931C2A489F8A12237346
SRR7642941,2018-09-25 17:57:06,2018-08-03 14:39:42,9347150,944062150,0,101,268,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR007/642/SRR7642941.sralite.1,SRX4506375,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP156315,PRJNA484406,3,484406,SRS3626745,SAMN09764630,simple,4932,Saccharomyces cerevisiae,GSM3318020,,,,,,,no,,,,,GEO,SRA751741,,public,07846406C6F5E366900FD6779E67897C,D11BEDBEADE8CC52E22D4BA91472A356
SRR7642952,2018-09-25 17:57:06,2018-08-03 14:40:14,14220515,1436272015,0,101,422,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/642/SRR7642952.sralite.1,SRX4506386,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP156315,PRJNA484406,3,484406,SRS3626797,SAMN09764612,simple,4932,Saccharomyces cerevisiae,GSM3318031,,,,,,,no,,,,,GEO,SRA751741,,public,AC7C11F651CFE7EAA2ECA975B2A52E85,442ECD29BF5528D24207F97E22182ACC
SRR7642953,2018-09-25 17:57:06,2018-08-03 14:39:42,13168201,1329988301,0,101,391,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1216/SRR007/642/SRR7642953.sralite.1,SRX4506387,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP156315,PRJNA484406,3,484406,SRS3626754,SAMN09764611,simple,4932,Saccharomyces cerevisiae,GSM3318032,,,,,,,no,,,,,GEO,SRA751741,,public,2DD2E38E946352EC41F559C86718DF67,974A29694624C09F52602B1847FE1022
SRR7642954,2018-09-25 17:57:06,2018-08-03 14:45:12,11533585,1164892085,0,101,332,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR007/642/SRR7642954.sralite.1,SRX4506388,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP156315,PRJNA484406,3,484406,SRS3626757,SAMN09764610,simple,4932,Saccharomyces cerevisiae,GSM3318033,,,,,,,no,,,,,GEO,SRA751741,,public,BE7B71BF3C3E8AF39AD22540F4FF7A3E,A0BFBF0727D14C156F40B93BE4ABD329
SRR7642959,2018-09-25 17:57:07,2018-08-03 14:38:37,9869810,996850810,0,101,281,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR007/642/SRR7642959.sralite.1,SRX4506393,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP156315,PRJNA484406,3,484406,SRS3626760,SAMN09764605,simple,4932,Saccharomyces cerevisiae,GSM3318038,,,,,,,no,,,,,GEO,SRA751741,,public,652C91E5CF4F41AAA785CE747374CC31,CC5AA8A851C999D7A8CDF05027EA74EE
SRR7642962,2018-09-25 17:57:07,2018-08-03 14:38:37,10827773,1093605073,0,101,312,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1216/SRR007/642/SRR7642962.sralite.1,SRX4506396,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP156315,PRJNA484406,3,484406,SRS3626764,SAMN09764602,simple,4932,Saccharomyces cerevisiae,GSM3318041,,,,,,,no,,,,,GEO,SRA751741,,public,11B9D03F3B84EE335F00644E69960124,DD75F9F3AF1AD85935EFB1E144642C7E
SRR7642965,2018-09-25 17:57:07,2018-08-03 14:38:35,9939439,1003883339,0,101,282,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1216/SRR007/642/SRR7642965.sralite.1,SRX4506399,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP156315,PRJNA484406,3,484406,SRS3626766,SAMN09764599,simple,4932,Saccharomyces cerevisiae,GSM3318044,,,,,,,no,,,,,GEO,SRA751741,,public,5734F2D5C33154D34390295CE116696E,A9BD24AA879E15B7A4CA816CDBCC04A6
SRR7642966,2018-09-25 17:57:07,2018-08-03 14:39:46,13020445,1315064945,0,101,389,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1216/SRR007/642/SRR7642966.sralite.1,SRX4506400,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP156315,PRJNA484406,3,484406,SRS3626767,SAMN09764598,simple,4932,Saccharomyces cerevisiae,GSM3318045,,,,,,,no,,,,,GEO,SRA751741,,public,1919FE129155F64122FD76C1BEFD53A9,4CFC740260E2E3ED0B23BC57146BF4BA
